"name","link","Provider","Review_Count","Free_Wifi","Breakfast_Included","Free_Parking","Swimming_Pool","Hotel_Website","Special_Offer","Restaurant","Price_AMD","Price_USD","externalObjectId","objectType","country","state","city","address","zipcode","phone","photosCount","rankingCategory","objectRank","objectsInCategoryCount","reviewCount","avgScore","certificate","scoreDistribution","languageDistribution","tagcloud"
"Panorama","https://www.tripadvisor.com//Hotel_Review-g293932-d9695924-Reviews-Panorama-Yerevan.html","Agoda.com",0,"0","0","0","0","0","0","0",12469,26,"d9695924","Hotel","Armenia","Yerevan","Yerevan","Mashtoc 1/3","0015","Missing","Missing","Missing","Missing","Missing","459","Missing","Missing","Missing","Missing","Missing"
"Parev Doon","https://www.tripadvisor.com//Hotel_Review-g293932-d2200845-Reviews-Parev_Doon-Yerevan.html","Booking.com",20,"1","0","1","0","0","0","0",22000,45,"d2200845","Hotel","Armenia","Yerevan","Yerevan","71, 11th Street","Missing","Missing","16","B&Bs / Inns in Yerevan","16","139","20","5","Missing","['12', '2', '0', '0', '0']","{'English': '14', 'French': '5', 'Dutch': '1'}","Missing"
"Paris Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d7004445-Reviews-Paris_Hotel-Yerevan.html","Expedia.com",442,"1","0","1","0","1","0","0",42393,88,"d7004445","Hotel","Armenia","Yerevan","Yerevan","Amiryan str. 4/6","0010","(010) 603000","319","Hotels in Yerevan","2","82","425","4.5","Certificate of Excellence","['155', '62', '12', '2', '0']","{'English': '231', 'Russian': '141', 'French': '15', 'Italian': '13', 'Chinese': 'Sim.', 'German': '10', 'Dutch': '4', 'Arabic': '2', 'Hebrew': '2', 'Japanese': '2', 'Norwegian': '2', 'Spanish': '2', 'Portuguese': '1'}","['reviews', 'rooftop', 'restaurant', 'mount', 'ararat', 'great', 'location', 'republic', 'square', 'top', 'floor', 'single', 'elevator', 'recommend', 'paris', 'king', 'size', 'clean', 'rooms', 'special', 'thanks', 'walking', 'distance', 'comfy', 'bed', 'favorite', 'hotel', 'the', 'hotel', 'staff', 'speak', 'good', 'english', 'located', 'close', 'a', 'great', 'stay']"
"Park Apartments by Picnic","https://www.tripadvisor.com//Hotel_Review-g293932-d5322339-Reviews-Park_Apartments_by_Picnic-Yerevan.html","Booking.com",12,"1","0","1","0","0","0","0",16538,34,"d5322339","Hotel","Armenia","Yerevan","Yerevan","Arami str. 70","0002","Missing","35","Specialty Lodging in Yerevan","50","281","11","5","Missing","['5', '0', '0', '0', '0']","{'English': '5', 'Russian': '5', 'French': '1'}","Missing"
"Park Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d8099642-Reviews-Park_Hotel-Yerevan.html","Booking.com",24,"1","0","1","0","0","0","0",18200,38,"d8099642","Hotel","Armenia","Yerevan","Yerevan","Kokhbatsi str. 28","0010","Missing","10","B&Bs / Inns in Yerevan","26","139","23","4","Missing","['5', '2', '1', '2', '1']","{'English': '11', 'Russian': '10', 'French': '1', 'German': '1'}","Missing"
"Paronyan Hostel","https://www.tripadvisor.com//Hotel_Review-g293932-d12669770-Reviews-Paronyan_Hostel-Yerevan.html","Booking.com",3,"1","0","1","0","0","0","0",9158,19,"d12669770","Hotel","Armenia","Yerevan","Yerevan","Paronyana str. 16","0033","Missing","19","Specialty Lodging in Yerevan","138","281","3","1.5","Missing","['0', '0', '0', '0', '1']","{'English': '1', 'Portuguese': '1', 'Russian': '1'}","Missing"
"Penthouse Hotel & Hostel","https://www.tripadvisor.com//Hotel_Review-g293932-d1988128-Reviews-Penthouse_Hotel_Hostel-Yerevan.html","Expedia.com",98,"1","1","0","0","0","0","0",107724,223,"d1988128","Hotel","Armenia","Yerevan","Yerevan","Ap. 33a Koryun str.","0009","Missing","70","Specialty Lodging in Yerevan","7","281","98","Missing","Missing","['64', '25', '7', '1', '1']","{'English': '73', 'Russian': '11', 'French': '6'}","Missing"
"Pinoy Hostel & Tours","https://www.tripadvisor.com//Hotel_Review-g293932-d15221336-Reviews-Pinoy_Hostel_Tours-Yerevan.html","Booking.com",0,"0","0","0","0","0","0","0",10825,22,"d15221336","Hotel","Armenia","Yerevan","Yerevan","1st Blind Alley House 9/1A","0019","Missing","Missing","Missing","Missing","Missing","459","Missing","Missing","Missing","Missing","Missing"
"Praha Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d9603327-Reviews-Praha_Hotel-Yerevan.html","Booking.com",9,"1","0","1","0","0","0","0",30667,63,"d9603327","Hotel","Armenia","Yerevan","Yerevan","str. Tumanyan 22","0001","Missing","7","Specialty Lodging in Yerevan","46","281","9","4.5","Missing","['0', '1', '0', '0', '0']","{'English': '1', 'Russian': '8'}","Missing"
"Premium Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d13285458-Reviews-Premium_Hotel-Yerevan.html","Expedia.com",6,"1","0","1","0","0","0","0",42393,88,"d13285458","Hotel","Armenia","Yerevan","Yerevan","Sayat Novy str. 33","0001","Missing","34","Specialty Lodging in Yerevan","42","281","6","5","Missing","['5', '1', '0', '0', '0']","Missing","Missing"
"Prime Hotel & Hostel","https://www.tripadvisor.com//Hotel_Review-g293932-d10309061-Reviews-Prime_Hotel_Hostel-Yerevan.html","Booking.com",18,"1","1","0","0","0","0","0",9992,21,"d10309061","Hotel","Armenia","Yerevan","Yerevan","Nalbandyan str. 31","0010","Missing","38","Specialty Lodging in Yerevan","73","281","18","Missing","Missing","['9', '3', '0', '2', '4']","{'English': '14', 'French': '2', 'Russian': '2'}","['tours', 'city']"
"Primer Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d2214444-Reviews-Primer_Hotel-Yerevan.html","Booking.com",39,"1","0","1","0","0","0","0",13260,27,"d2214444","Hotel","Armenia","Yerevan","Yerevan","Ulnetsi St., 58","0037","Missing","37","B&Bs / Inns in Yerevan","18","139","39","4","Missing","['4', '3', '3', '1', '0']","{'English': '11', 'Russian': '28'}","['reviews', 'suite', 'taxi', 'centre', 'city', 'breakfast']"
"Princ Plaza Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d6153148-Reviews-Princ_Plaza_Hotel-Yerevan.html","Booking.com",18,"1","0","0","0","0","0","0",9990,21,"d6153148","Hotel","Armenia","Yerevan","Yerevan","Davitashen 52","0100","Missing","46","B&Bs / Inns in Yerevan","25","139","18","Missing","Missing","['11', '6', '0', '1', '0']","{'Russian': '14', 'English': '3', 'Norwegian': '1'}","Missing"
"R&K","https://www.tripadvisor.com//Hotel_Review-g293932-d14002102-Reviews-R_K-Yerevan.html","Booking.com",0,"0","0","0","0","0","0","0",7990,17,"d14002102","Hotel","Armenia","Yerevan","Yerevan","1 Yeznik Koghbatsi Street","0015","Missing","Missing","Missing","Missing","Missing","459","Missing","Missing","Missing","Missing","Missing"
"Radiance2 Hostel","https://www.tripadvisor.com//Hotel_Review-g293932-d13949515-Reviews-Radiance2_Hostel-Yerevan.html","Booking.com",0,"0","0","0","0","0","0","0",3325,7,"d13949515","Hotel","Armenia","Yerevan","Yerevan","Tarsona str. 10","0082","Missing","Missing","Missing","Missing","Missing","459","Missing","Missing","Missing","Missing","Missing"
"Radisson Blu Hotel, Yerevan","https://www.tripadvisor.com//Hotel_Review-g293932-d10518419-Reviews-Radisson_Blu_Hotel_Yerevan-Yerevan.html","Hotels.com",129,"1","0","1","0","0","0","0",19911,41,"d10518419","Hotel","Armenia","Yerevan","Yerevan","Azatutyan ave 2/2","0037","Missing","261","Hotels in Yerevan","11","82","127","Missing","Certificate of Excellence","['101', '19', '5', '1', '1']","{'English': '73', 'Russian': '42', 'French': '3'}","['victory park', 'excellent hotel', 'working order', 'small gym', 'complimentary water', 'swimming pool', 'pleasant stay', 'thank you very much', 'rooftop restaurant', 'tea and coffee', 'modern hotel', 'special thanks', 'rooms are nice', 'business trip', 'mount ararat', 'top floor', 'short walk', 'room service', 'free wifi', 'terra', 'spa', 'cascade']"
"Rafael Hostel","https://www.tripadvisor.com//Hotel_Review-g293932-d10269272-Reviews-Rafael_Hostel-Yerevan.html","Booking.com",22,"1","0","1","0","0","0","0",9167,19,"d10269272","Hotel","Armenia","Yerevan","Yerevan","3 Teryan st., Apt. 31","0010","Missing","30","Specialty Lodging in Yerevan","36","281","22","4","Missing","['3', '5', '4', '0', '0']","{'English': '12', 'Russian': '9', 'Chinese': 'Sim.', 'Spanish': '1'}","['reviews', 'cardio', 'backpackers', 'floor', 'luggage', 'elevator', 'shower', 'wifi', 'centre']"
"Raffik's B&B","https://www.tripadvisor.com//Hotel_Review-g293932-d2136573-Reviews-Raffik_s_B_B-Yerevan.html","Booking.com",1,"0","0","0","0","0","0","0",19911,41,"d2136573","Hotel","Armenia","Yerevan","Yerevan","40 Pushkin street","Missing","Missing","Missing","B&Bs / Inns in Yerevan","68","139","1","4","Missing","['0', '1', '0', '0', '0']","Missing","Missing"
"Red House","https://www.tripadvisor.com//Hotel_Review-g13109039-d13082337-Reviews-Red_House-Kasakh_Yerevan.html","Booking.com",0,"1","0","1","0","0","0","0",25000,52,"d13082337","Hotel","Armenia","Yerevan","Yerevan","Urenineri 27 4","2516","Missing","Missing","Missing","Missing","Missing","362","Missing","Missing","Missing","Missing","Missing"
"Republic Square Boutique Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d11791693-Reviews-Republic_Square_Boutique_Hotel-Yerevan.html","Booking.com",14,"1","0","1","0","0","0","0",16283,34,"d11791693","Hotel","Armenia","Yerevan","Yerevan","Zaqyan St., 5/3","0002","Missing","14","Specialty Lodging in Yerevan","33","281","13","4.5","Missing","['2', '2', '1', '0', '0']","{'English': '5', 'Russian': '8'}","Missing"
"Republic Square Hostel","https://www.tripadvisor.com//Hotel_Review-g293932-d11771505-Reviews-Republic_Square_Hostel-Yerevan.html","Booking.com",6,"1","0","1","0","0","0","0",9158,19,"d11771505","Hotel","Armenia","Yerevan","Yerevan","3 Pushkin Street","8910","Missing","26","Specialty Lodging in Yerevan","59","281","6","Missing","Missing","['2', '3', '1', '0', '0']","{'English': '4', 'Russian': '2'}","Missing"
"Republica Hotel Yerevan","https://www.tripadvisor.com//Hotel_Review-g293932-d6731098-Reviews-Republica_Hotel_Yerevan-Yerevan.html","Booking.com",694,"1","1","0","0","1","0","0",19911,41,"d6731098","Hotel","Armenia","Yerevan","Yerevan","Amiryan str. 7/1","0010","(011) 990000","390","Hotels in Yerevan","1","82","679","4.5","Certificate of Excellence","['389', '94', '14', '2', '0']","{'English': '499', 'Russian': '119', 'Chinese': 'Trad.', 'Spanish': '13', 'German': '12', 'French': '9', 'Italian': '8', 'Portuguese': '5', 'Dutch': '4', 'Japanese': '4', 'Greek': '2', 'Polish': '2', 'Swedish': '2', 'Hebrew': '1', 'Norwegian': '1'}","['reviews', 'free', 'wine', 'tasting', 'republic', 'square', 'great', 'hotel', 'manti', 'armenian', 'wines', 'little', 'things', 'hotel', 'is', 'modern', 'perfect', 'location', 'hot', 'dishes', 'deluxe', 'room', 'non', 'smoking', 'restaurant', 'staff', 'breakfast', 'buffet', 'rooms', 'are', 'small', 'a', 'wonderful', 'stay', 'minutes', 'walking', 'great', 'room']"
"Reset Lounge 84","https://www.tripadvisor.com//Hotel_Review-g293932-d14901185-Reviews-Reset_Lounge_84-Yerevan.html","Booking.com",1,"1","0","0","0","0","0","0",3988,8,"d14901185","Hotel","Armenia","Yerevan","Yerevan","9th Street 39 A","0025","Missing","9","Specialty Lodging in Yerevan","90","281","1","5","Missing","['1', '0', '0', '0', '0']","{'English': '1'}","Missing"
"RIS Dalma Collection Yerevan","https://www.tripadvisor.com//Hotel_Review-g293932-d14189004-Reviews-RIS_Dalma_Collection_Yerevan-Yerevan.html","Booking.com",3,"1","0","1","0","0","0","0",40000,83,"d14189004","Hotel","Armenia","Yerevan","Yerevan","Tsitsernakaberd Highway, 1/3","0082","Missing","97","Hotels in Yerevan","61","82","3","5","Missing","['1', '0', '0', '0', '0']","{'English': '1', 'Russian': '2'}","Missing"
"Roma Hotel Complex","https://www.tripadvisor.com//Hotel_Review-g293932-d5218005-Reviews-Roma_Hotel_Complex-Yerevan.html","Hotels.com",108,"1","0","1","0","0","0","0",19911,41,"d5218005","Hotel","Armenia","Yerevan","Yerevan","Rubinyantsa str. 29/14","0035","Missing","173","B&Bs / Inns in Yerevan","2","139","105","Missing","Missing","['90', '9', '5', '1', '0']","{'Russian': '77', 'English': '23', 'Arabic': '1'}","['the hotel manager', 'aram', 'botanical', 'jacuzzi', 'driver', 'airport', 'city']"
"Room In The Centre","https://www.tripadvisor.com//Hotel_Review-g293932-d15055627-Reviews-Room_In_The_Centre-Yerevan.html","Booking.com",0,"0","0","0","0","0","0","0",43000,89,"d15055627","Hotel","Armenia","Yerevan","Yerevan","Aygedzor Street","0019","Missing","Missing","Missing","Missing","Missing","459","Missing","Missing","Missing","Missing","Missing"
"Roomer Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d9459953-Reviews-Roomer_Hotel-Yerevan.html","Booking.com",1,"1","0","1","0","0","0","0",9992,21,"d9459953","Hotel","Armenia","Yerevan","Yerevan","Tsitsyernakabyerdskoye highway 7/1","0082","Missing","Missing","B&Bs / Inns in Yerevan","75","139","1","2","Missing","['0', '0', '0', '1', '0']","{'English': '1'}","Missing"
"Royal Plaza Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d5085060-Reviews-Royal_Plaza_Hotel-Yerevan.html","Booking.com",89,"1","0","0","0","0","0","1",30667,63,"d5085060","Hotel","Armenia","Yerevan","Yerevan","Saryan St, 9","0002","Missing","80","Hotels in Yerevan","47","82","89","Missing","Missing","['23', '32', '23', '6', '5']","{'English': '32', 'Russian': '18', 'Italian': '12'}","['air conditioner', 'kind staff', 'recommend this hotel', 'cleanliness']"
"Sakharov Hostel","https://www.tripadvisor.com//Hotel_Review-g293932-d10544121-Reviews-Sakharov_Hostel-Yerevan.html","Booking.com",10,"1","0","1","0","0","0","0",8325,17,"d10544121","Hotel","Armenia","Yerevan","Yerevan","Sakharov Str. House 4","0091","Missing","16","B&Bs / Inns in Yerevan","49","139","10","4","Missing","['3', '2', '0', '0', '1']","{'English': '6', 'Russian': '4'}","Missing"
"SD Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d3545290-Reviews-SD_Hotel-Yerevan.html","Booking.com",50,"1","0","1","0","0","0","0",15000,31,"d3545290","Hotel","Armenia","Yerevan","Yerevan","Sasuntsi David str. 7","0005","Missing","60","Hotels in Yerevan","44","82","50","4.5","Missing","['8', '10', '4', '1', '0']","{'English': '23', 'Russian': '22', 'Dutch': '1', 'French': '1', 'German': '1', 'Japanese': '1', 'Norwegian': '1', 'Spanish': '1'}","['reviews', 'hot', 'dish', 'the', 'central', 'train', 'station', 'short', 'walk', 'yogurt', 'reception', 'staff', 'one', 'night', 'republic', 'square', 'davit', 'minibus', 'atm', 'taxis', 'suite', 'city']"
"Season hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d11728165-Reviews-Season_hotel-Yerevan.html","Booking.com",0,"1","0","0","0","0","0","0",25833,53,"d11728165","Hotel","Armenia","Yerevan","Yerevan","16 Sayat-Nova Avenue","0001","Missing","Missing","Missing","Missing","Missing","240","Missing","Missing","Missing","Missing","Missing"
"Sedrakyan's Guest House","https://www.tripadvisor.com//Hotel_Review-g293932-d1784714-Reviews-Sedrakyan_s_Guest_House-Yerevan.html","Booking.com",0,"0","0","0","0","0","0","0",10825,22,"d1784714","Hotel","Armenia","Yerevan","Yerevan","Shiraza G.","0088","Missing","Missing","Missing","Missing","Missing","679","Missing","Missing","Missing","Missing","Missing"
"Shaber Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d7099567-Reviews-Shaber_Hotel-Yerevan.html","Booking.com",0,"0","0","0","0","0","0","0",11667,24,"d7099567","Hotel","Armenia","Yerevan","Yerevan","Tevosyan Street 19","0089","Missing","Missing","Missing","Missing","Missing","459","Missing","Missing","Missing","Missing","Missing"
"Shamrock Hostel","https://www.tripadvisor.com//Hotel_Review-g293932-d13446727-Reviews-Shamrock_Hostel-Yerevan.html","Booking.com",0,"1","0","1","0","0","0","0",1179,2,"d13446727","Hotel","Armenia","Yerevan","Yerevan","Nikol Duman Street 31","0010","Missing","Missing","Missing","Missing","Missing","362","Missing","Missing","Missing","Missing","Missing"
"Shara Talyan 8/2 Guest House","https://www.tripadvisor.com//Hotel_Review-g293932-d15295689-Reviews-Shara_Talyan_8_2_Guest_House-Yerevan.html","Booking.com",0,"0","0","0","0","0","0","0",8333,17,"d15295689","Hotel","Armenia","Yerevan","Yerevan","Shara Talyan 8/2","0070","Missing","Missing","Missing","Missing","Missing","459","Missing","Missing","Missing","Missing","Missing"
"Shirak Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d308341-Reviews-Shirak_Hotel-Yerevan.html","Booking.com",166,"1","1","0","0","0","0","0",23333,48,"d308341","Hotel","Armenia","Yerevan","Yerevan","Khoryenatsi M. str. 13a","0010","Missing","96","Hotels in Yerevan","64","82","164","3","Missing","['1', '17', '28', '9', '12']","{'English': '67', 'Russian': '80', 'French': '8', 'German': '2', 'Spanish': '2', 'Arabic': '1', 'Dutch': '1', 'Italian': '1', 'Japanese': '1', 'Portuguese': '1', 'Turkish': '1'}","Missing"
"Shree Gopal Gayatri Lok","https://www.tripadvisor.com//Hotel_Review-g293932-d15104501-Reviews-Shree_Gopal_Gayatri_Lok-Yerevan.html","Booking.com",1,"1","0","1","0","0","0","0",8158,17,"d15104501","Hotel","Armenia","Yerevan","Yerevan","1/24, Azatutyan Avenue, General Babayan St.","0025","Missing","58","Specialty Lodging in Yerevan","87","281","1","5","Missing","['1', '0', '0', '0', '0']","{'English': '1'}","Missing"
"Silachi Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d2442929-Reviews-Silachi_Hotel-Yerevan.html","Expedia.com",139,"1","1","0","0","0","0","0",24104,50,"d2442929","Hotel","Armenia","Yerevan","Yerevan","20 Tigran Mets Ave","375000","Missing","178","Hotels in Yerevan","25","82","138","4","Missing","['9', '36', '19', '4', '2']","{'English': '70', 'Russian': '33', 'Italian': '13', 'German': '6', 'Spanish': '5', 'Dutch': '4', 'French': '4', 'Arabic': '1', 'Czech': '1', 'Danish': '1', 'Norwegian': '1', 'Polish': '1'}","['reviews', 'republic', 'square', 'tour', 'package', 'minutes', 'walk', 'away', 'wifi', 'speed', 'great', 'hotel', 'walking', 'distance', 'good', 'size', 'mini', 'bar', 'room', 'service', 'tashir', 'city', 'currency', 'kettle', 'toothbrush', 'wardrobe', 'supermarket', 'housekeeping']"
"Silk Road Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d8112204-Reviews-Silk_Road_Hotel-Yerevan.html","Booking.com",70,"1","0","1","0","0","0","0",22500,46,"d8112204","Hotel","Armenia","Yerevan","Yerevan","Aygyedzor 53/2","0019","Missing","219","B&Bs / Inns in Yerevan","15","139","70","5","Certificate of Excellence","['38', '4', '1', '0', '0']","{'English': '43', 'Russian': '12', 'Italian': '6', 'German': '4', 'French': '3', 'Hebrew': '1', 'Slovak': '1'}","['reviews', 'carpet', 'making', 'armenian', 'culture', 'place', 'to', 'stay', 'boutique', 'hotel', 'opera', 'house', 'comfortable', 'bed', 'rugs', 'craft', 'essentials', 'souvenirs', 'taxi', 'museum', 'city']"
"Singh International Hostel","https://www.tripadvisor.com//Hotel_Review-g293932-d15324788-Reviews-Singh_International_Hostel-Yerevan.html","Booking.com",0,"0","0","1","0","0","0","0",6658,14,"d15324788","Hotel","Armenia","Yerevan","Yerevan","Pushkina str. 58","0002","Missing","Missing","Missing","Missing","Missing","362","Missing","Missing","Missing","Missing","Missing"
